YEAR,WEEK,TOTAL SPECIMENS,A (H1),A (Unable to Subtype),A (H3),A (2009 H1N1),A (Subtyping not Performed),B,H3N2v,PERCENT POSITIVE
1997,40,1291,0,0,0,0,0,0,0,0
1997,41,1513,0,0,0,0,11,0,0,0.727032
1997,42,1552,0,0,3,0,13,1,0,1.09536
1997,43,1669,0,0,0,0,7,0,0,0.419413
1997,44,1897,0,0,9,0,1,0,0,0.527148
1997,45,2106,0,0,0,0,6,0,0,0.2849
1997,46,2204,0,0,3,0,4,1,0,0.362976
1997,47,2533,0,0,5,0,17,1,0,0.908014
1997,48,2242,0,0,14,0,22,1,0,1.65031
1997,49,2607,0,0,11,0,28,1,0,1.53433
1997,50,3086,0,0,37,0,59,2,0,3.17563
1997,51,3410,0,0,84,0,159,0,0,7.1261
1997,52,3349,0,0,111,0,311,0,0,12.6008
1997,53,4402,1,0,161,0,627,1,0,17.9464
1998,1,5294,0,0,211,0,808,3,0,19.3049
1998,2,5501,3,0,281,0,863,4,0,20.9235
1998,3,6196,1,0,453,0,1132,1,0,25.6133
1998,4,6730,0,0,589,0,1299,1,0,28.0684
1998,5,6288,0,0,413,0,1266,1,0,26.7176
1998,6,5867,1,0,363,0,1061,5,0,24.3736
1998,7,4904,0,0,226,0,757,4,0,20.1264
1998,8,3975,0,0,93,0,469,4,0,14.239
1998,9,3169,0,0,63,0,241,3,0,9.6876
1998,10,2658,0,0,47,0,149,6,0,7.5997
1998,11,2234,0,0,30,0,86,5,0,5.41629
1998,12,2048,0,0,12,0,66,6,0,4.10156
1998,13,1683,0,0,11,0,29,7,0,2.79263
1998,14,1532,0,0,6,0,22,6,0,2.21932
1998,15,1357,0,0,0,0,27,12,0,2.87399
1998,16,1421,0,0,1,0,16,4,0,1.47783
1998,17,1236,0,0,1,0,9,6,0,1.2945
1998,18,1142,0,0,3,0,8,5,0,1.40105
1998,19,1038,0,0,0,0,5,4,0,0.867052
1998,20,938,0,0,0,0,2,7,0,0.959488
1998,21,0,0,0,0,0,0,0,0,0
1998,22,0,0,0,0,0,0,0,0,0
1998,23,0,0,0,0,0,0,0,0,0
1998,24,0,0,0,0,0,0,0,0,0
1998,25,0,0,0,0,0,0,0,0,0
1998,26,0,0,0,0,0,0,0,0,0
1998,27,0,0,0,0,0,0,0,0,0
1998,28,0,0,0,0,0,0,0,0,0
1998,29,0,0,0,0,0,0,0,0,0
1998,30,0,0,0,0,0,0,0,0,0
1998,31,0,0,0,0,0,0,0,0,0
1998,32,0,0,0,0,0,0,0,0,0
1998,33,0,0,0,0,0,0,0,0,0
1998,34,0,0,0,0,0,0,0,0,0
1998,35,0,0,0,0,0,0,0,0,0
1998,36,0,0,0,0,0,0,0,0,0
1998,37,0,0,0,0,0,0,0,0,0
1998,38,0,0,0,0,0,0,0,0,0
1998,39,0,0,0,0,0,0,0,0,0
