YEAR,WEEK,TOTAL SPECIMENS,A (H1),A (Unable to Subtype),A (H3),A (2009 H1N1),A (Subtyping not Performed),B,H3N2v,PERCENT POSITIVE
2002,40,1443,0,0,0,0,0,0,0,0
2002,41,1517,1,0,0,0,1,1,0,0.197759
2002,42,1590,0,0,0,0,0,0,0,0
2002,43,1774,4,0,0,0,1,1,0,0.338219
2002,44,1636,0,0,0,0,3,3,0,0.366748
2002,45,1988,0,0,2,0,0,3,0,0.251509
2002,46,2107,0,0,0,0,6,4,0,0.474608
2002,47,2091,2,0,0,0,4,16,0,1.05213
2002,48,1900,1,0,3,0,5,6,0,0.789474
2002,49,2414,4,0,3,0,5,28,0,1.657
2002,50,2493,8,0,2,0,14,73,0,3.89089
2002,51,2910,17,0,3,0,25,146,0,6.56357
2002,52,2368,17,0,6,0,18,119,0,6.75676
2003,1,2632,27,0,8,0,31,82,0,5.6231
2003,2,2828,50,0,19,0,46,134,0,8.80481
2003,3,3108,68,0,11,0,76,202,0,11.4865
2003,4,3352,105,0,24,0,142,276,0,16.3186
2003,5,4166,173,0,53,0,215,413,0,20.4993
2003,6,4874,279,0,76,0,332,598,0,26.3644
2003,7,4676,253,0,115,0,299,517,0,25.3208
2003,8,4416,253,0,126,0,249,368,0,22.5543
2003,9,4348,275,0,101,0,233,357,0,22.2171
2003,10,3633,199,0,87,0,179,214,0,18.6898
2003,11,3422,175,0,62,0,174,175,0,17.1245
2003,12,3435,169,0,77,0,133,124,0,14.6434
2003,13,2820,90,0,29,0,91,71,0,9.96454
2003,14,2352,40,0,32,0,88,41,0,8.54592
2003,15,2131,24,0,23,0,47,16,0,5.1619
2003,16,1777,13,0,20,0,33,23,0,5.00844
2003,17,1406,9,0,20,0,18,11,0,4.12518
2003,18,1222,16,0,16,0,16,20,0,5.56465
2003,19,1121,6,0,7,0,5,10,0,2.49777
2003,20,931,7,0,3,0,3,6,0,2.04082
2003,21,872,3,0,5,0,1,7,0,1.83486
2003,22,705,0,0,2,0,0,4,0,0.851064
2003,23,721,3,0,0,0,2,8,0,1.80305
2003,24,683,0,0,3,0,0,4,0,1.02489
2003,25,551,0,0,1,0,1,2,0,0.725953
2003,26,439,1,0,1,0,0,0,0,0.455581
2003,27,643,0,0,1,0,0,0,0,0.155521
2003,28,632,0,0,2,0,1,0,0,0.474684
2003,29,697,0,0,4,0,0,0,0,0.573888
2003,30,636,0,0,4,0,0,0,0,0.628931
2003,31,632,0,0,7,0,0,1,0,1.26582
2003,32,632,0,0,2,0,0,0,0,0.316456
2003,33,761,0,0,2,0,1,0,0,0.394218
2003,34,649,0,0,0,0,0,0,0,0
2003,35,672,0,0,0,0,0,0,0,0
2003,36,512,0,0,0,0,2,0,0,0.390625
2003,37,604,0,0,1,0,0,0,0,0.165563
2003,38,535,0,0,1,0,1,0,0,0.373832
2003,39,414,0,0,0,0,0,0,0,0
